case_id,dip_j1,dipdir_j1,dip_j2,dipdir_j2,dip_slope,dipdir_slope,dip_upper,dipdir_upper,height_m,gamma_kN_m3,c1_kPa,phi1_deg,c2_kPa,phi2_deg,w_pct,water_condition,u_kPa,psi_i_deg,alpha_i_deg,delta_alpha_deg,wedge_volume_m3,weight_kN,area_j1_m2,area_j2_m2,N1_kN,N2_kN,driving_kN,resisting_kN,failure_mode,FoS,data_origin,usable_for_training,solver_verified_against,fos_band
WS0237,40.23,266.57,46.35,326.99,49.43,280.5,11.89,283.98,20.14,26.86,44.13,29.43,2.84,31.46,6.97,wet,13.772,38.905,286.828,6.33,1043.2,28020.11,528.51,160.9,8313.06,5264.42,17597.54,31690.76,joints12,1.8009,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0238,33.68,321.38,43.49,31.77,61.89,1.2,18.3,11.18,10.04,26.393,16.38,34.15,7.47,25.61,18.47,wet,18.181,31.628,342.086,19.115,747.92,19740.11,202.05,242.59,9361.56,330.68,10351.88,11630.78,joints12,1.1235,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0239,61.84,114.13,73.32,239.11,74.82,171.7,3.61,172.13,35.74,22.459,16.63,26.94,25.1,39.95,3.15,wet,11.026,47.257,167.749,3.95,3403.56,76441.0,571.75,484.1,43945.65,34223.68,56138.9,72669.49,joints12,1.2945,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0240,34.65,131.98,48.03,212.19,57.62,176.33,18.12,186.08,37.23,22.0,22.98,25.9,46.5,25.14,6.48,wet,23.655,32.47,156.849,19.481,20876.74,459297.92,1933.23,2092.2,255298.91,69540.62,246577.56,298324.49,joints12,1.2099,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0241,49.54,92.18,59.49,213.86,54.77,135.5,15.51,131.38,11.53,22.002,30.03,33.11,2.93,32.34,0.0,dry,0.0,33.764,147.387,11.884,243.89,5366.15,129.32,78.51,3534.17,2800.82,2982.34,8191.41,joints12,2.7466,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0242,44.54,351.9,53.68,97.98,64.49,36.79,9.44,50.42,24.65,23.654,11.49,32.43,14.74,30.4,0.9,wet,2.182,34.503,38.497,1.71,4471.22,105761.04,698.06,524.08,61254.57,45136.41,59907.75,81139.24,joints12,1.3544,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0243,51.65,303.47,32.27,4.91,65.57,343.95,15.83,351.53,26.68,23.714,18.3,25.31,27.53,36.92,23.6,wet,61.768,32.214,3.476,19.528,23379.19,554424.01,1101.45,3618.38,0.0,196100.41,298605.74,246936.45,joint2,0.827,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0244,74.23,235.24,69.19,7.23,73.81,294.17,12.43,286.46,11.84,23.854,2.28,31.97,16.52,37.48,10.6,wet,12.309,50.876,304.526,10.36,73.65,1756.71,49.31,44.79,461.89,606.44,1362.82,1605.49,joints12,1.1781,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0245,39.48,26.89,69.07,121.36,46.28,52.07,1.62,47.59,36.66,25.906,14.75,34.39,44.96,33.31,11.63,wet,41.823,37.45,48.914,3.153,2317.33,60033.57,828.84,261.52,8955.5,1034.63,36504.58,30793.89,joints12,0.8436,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0246,43.06,165.81,41.78,225.15,52.2,210.23,2.51,212.3,23.11,23.262,48.58,32.42,42.67,26.94,6.84,wet,15.517,38.329,197.341,12.893,1779.31,41390.72,246.8,633.97,12576.79,8349.52,25669.77,51271.6,joints12,1.9974,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0247,53.62,242.81,39.63,3.97,53.5,287.05,16.04,276.28,14.83,26.353,29.37,26.2,27.84,26.44,28.16,wet,40.971,26.495,311.307,24.256,1169.67,30823.98,326.27,273.68,676.64,9928.56,13751.01,22471.3,joints12,1.6342,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0248,49.26,335.09,38.81,51.98,54.9,10.66,11.58,8.5,20.96,22.597,19.67,26.34,13.97,31.21,4.09,wet,8.416,36.048,26.923,16.263,1684.88,38074.0,354.13,373.84,7424.35,20178.79,22404.98,28092.83,joints12,1.2539,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0249,37.68,10.74,41.44,61.55,55.37,43.25,13.99,45.18,16.89,22.715,43.77,34.77,38.72,26.91,6.2,wet,10.272,36.477,27.827,15.425,1673.05,38003.21,322.07,516.05,18174.26,4804.15,22593.12,49134.19,joints12,2.1747,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0250,35.75,312.86,68.15,67.35,50.11,9.04,9.29,7.63,14.33,22.4,11.63,31.22,4.49,25.93,6.22,wet,8.751,29.934,350.267,18.773,525.65,11774.51,209.47,128.99,7441.87,2539.39,5875.49,8760.1,joints12,1.491,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0251,49.73,223.63,64.34,344.21,51.03,269.96,14.39,274.72,13.13,25.396,34.54,29.44,47.46,31.93,16.43,wet,21.164,36.42,274.85,4.89,162.92,4137.45,99.74,66.02,688.1,618.22,2456.4,7351.63,joints12,2.9929,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0252,54.09,171.72,52.02,217.29,67.18,203.21,9.14,211.55,35.72,25.014,43.77,37.79,2.54,28.05,5.85,wet,20.502,50.616,198.838,4.368,7764.88,194233.46,641.49,1555.2,38198.66,45830.47,150125.28,86056.73,joints12,0.5732,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0253,55.85,3.69,69.21,130.76,72.42,86.61,15.83,74.55,18.69,22.998,22.58,30.13,36.2,39.26,20.82,wet,38.171,40.15,59.291,27.318,970.21,22312.97,221.61,265.81,7114.04,1817.51,14387.29,20239.79,joints12,1.4068,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0254,37.61,124.83,45.14,211.26,62.02,181.96,7.17,186.55,31.23,25.458,8.46,30.17,37.11,25.15,10.74,wet,32.906,32.075,159.785,22.176,12565.04,319875.92,1006.53,1537.65,151431.16,67931.61,169865.29,185482.7,joints12,1.0919,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0255,70.88,215.56,50.7,345.8,49.03,303.42,8.31,302.44,9.95,26.56,28.89,32.83,8.72,25.98,26.77,wet,26.135,35.615,291.203,12.213,53.52,1421.49,29.15,53.14,60.15,0.0,877.67,881.1,joint1,1.0039,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0256,49.3,254.72,56.42,304.59,65.95,285.75,1.49,276.19,13.47,25.165,28.68,37.38,3.33,30.24,4.1,wet,5.413,48.829,263.324,22.425,244.84,6161.38,83.84,122.93,3001.63,82.38,4638.0,5155.22,joints12,1.1115,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0257,64.07,150.7,64.86,299.45,63.33,206.69,3.51,221.06,9.61,26.676,5.73,25.41,42.84,25.86,0.0,dry,0.0,29.41,224.857,18.162,143.95,3839.97,79.97,66.98,3396.34,3378.2,1885.65,6578.42,joints12,3.4887,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0258,54.57,346.05,72.47,94.36,68.7,16.4,2.29,5.99,24.41,23.801,10.11,35.78,47.22,31.66,9.35,wet,22.392,47.012,24.869,8.47,1322.64,31480.49,386.82,175.57,10686.05,7387.33,23027.99,24460.53,joints12,1.0622,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0259,54.49,26.06,42.46,116.9,62.88,69.19,5.48,78.4,14.66,26.714,16.04,30.06,28.76,27.36,0.0,dry,0.0,37.167,83.688,14.495,668.26,17852.05,158.8,183.77,5742.52,10826.47,10785.06,16758.4,joints12,1.5539,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0260,46.44,134.04,73.68,237.4,50.56,189.15,2.64,176.6,37.97,23.845,17.83,28.57,46.47,39.23,0.86,wet,3.186,42.19,163.082,26.064,406.6,9695.21,206.66,169.17,5974.24,1939.44,6511.17,16383.34,joints12,2.5162,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0261,61.3,63.47,46.13,128.69,62.97,116.57,0.33,104.23,10.23,25.007,7.17,35.32,26.94,32.25,0.85,wet,0.851,45.792,118.172,1.599,206.53,5164.59,34.66,157.21,575.99,3080.99,3702.07,6835.93,joints12,1.8465,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0263,64.47,249.73,74.5,310.53,72.57,282.18,12.65,291.57,27.81,26.953,23.11,28.29,33.64,30.27,0.0,dry,0.0,64.201,256.261,25.915,185.21,4991.95,98.15,105.17,2011.75,279.97,4494.38,7053.03,joints12,1.5693,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0264,67.47,19.39,69.32,156.76,55.95,92.85,14.47,99.56,11.87,22.683,28.14,32.65,4.9,38.02,3.59,wet,4.179,42.477,87.241,5.609,43.45,985.54,37.78,39.92,578.08,544.76,665.52,2055.05,joints12,3.0879,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0265,53.56,322.26,69.0,50.63,73.71,6.92,17.02,11.5,25.78,23.11,16.14,36.3,48.32,37.59,1.54,wet,3.907,50.429,347.777,19.138,1660.96,38384.58,336.19,303.25,19533.49,7423.34,29588.02,40144.48,joints12,1.3568,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0266,66.1,280.78,72.81,55.13,73.28,1.72,1.8,357.85,10.22,22.58,46.87,27.21,7.28,29.2,31.05,wet,31.134,45.829,343.804,17.914,62.65,1414.65,36.42,42.96,88.97,0.0,1078.41,1752.69,joint1,1.6253,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0267,63.53,57.95,44.07,141.84,48.79,110.84,15.9,102.91,29.01,25.07,25.67,32.71,33.84,33.62,0.0,dry,0.0,41.866,121.53,10.685,469.31,11765.73,134.39,264.53,2275.29,7643.06,7852.29,18944.27,joints12,2.4126,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0268,61.45,306.93,46.37,48.25,72.96,4.1,14.05,11.13,32.86,22.776,12.15,30.69,4.38,39.75,7.3,wet,23.514,39.197,9.702,5.598,10996.12,250452.12,865.9,1345.03,68904.82,123973.08,158281.84,160424.33,joints12,1.0135,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0269,64.9,67.39,45.52,170.56,68.72,142.02,3.75,153.18,21.17,25.679,31.31,39.12,6.86,38.13,17.12,wet,35.555,39.078,134.003,8.014,2470.13,63431.63,225.79,587.93,13230.94,20617.42,39985.63,38049.08,joints12,0.9516,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0270,59.39,134.56,66.26,277.68,63.83,211.74,10.39,196.97,16.21,22.031,6.85,32.04,31.32,28.81,10.72,wet,17.042,31.486,204.037,7.698,779.74,17178.92,233.23,224.18,10375.52,9296.23,8972.3,20223.7,joints12,2.254,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0271,54.64,149.87,68.45,239.79,68.09,199.26,17.01,201.78,23.88,22.861,25.76,39.9,26.38,36.99,4.9,wet,11.48,50.969,178.279,20.982,654.82,14969.62,185.35,189.36,5793.7,1513.38,11628.45,15754.97,joints12,1.3549,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0272,49.93,129.86,41.8,208.42,57.77,192.08,5.29,206.22,19.47,26.551,43.01,27.98,32.62,37.4,15.89,wet,30.356,37.628,178.766,13.312,2199.34,58394.88,184.7,740.22,12737.7,10628.38,35651.78,46979.53,joints12,1.3177,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0273,56.4,150.35,64.37,206.23,70.37,158.95,12.35,170.04,35.05,22.875,17.19,28.09,35.39,31.5,0.0,dry,0.0,55.551,161.641,2.687,5336.44,122070.94,1518.28,320.95,58196.83,15110.22,100662.79,77782.54,joints12,0.7727,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0274,41.06,76.37,70.36,125.46,74.54,79.8,9.49,88.8,26.67,23.063,17.48,33.65,37.88,32.06,1.42,wet,3.71,38.825,52.143,27.659,30664.8,707218.05,5897.57,508.96,507460.61,0.0,468026.01,440873.02,joint1,0.942,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0275,73.64,197.5,56.07,333.7,74.71,283.76,11.97,280.79,8.33,23.463,49.2,38.58,15.28,34.14,28.4,wet,23.201,38.347,274.503,9.257,108.19,2538.43,45.45,67.9,513.82,479.48,1574.92,4008.51,joints12,2.5452,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0276,50.52,159.47,68.89,228.66,66.39,169.93,13.1,172.56,26.15,26.42,0.99,38.13,8.83,27.07,2.5,wet,6.407,50.077,165.203,4.725,3413.87,90192.78,1156.14,194.48,48122.22,3202.22,69169.97,42278.88,joints12,0.6112,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0277,64.65,313.02,51.76,88.05,50.79,6.36,15.12,353.82,34.43,24.608,10.41,36.0,29.91,25.27,21.15,wet,71.434,30.811,25.537,19.175,4185.11,102985.96,782.51,708.07,7075.53,28458.46,52750.73,47893.56,joints12,0.9079,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0278,50.37,336.16,46.68,27.42,57.31,356.34,8.09,356.81,14.92,26.281,45.27,27.97,14.73,32.8,0.0,dry,0.0,45.324,9.604,13.267,262.58,6900.82,138.49,101.97,1706.28,3392.78,4907.16,10864.06,joints12,2.2139,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0280,64.45,38.83,66.21,151.79,67.26,76.31,17.88,79.61,31.63,25.547,29.56,25.87,25.12,38.29,0.0,dry,0.0,49.838,93.858,17.543,1382.03,35307.01,400.41,254.4,17863.23,17137.0,26982.46,40421.4,joints12,1.4981,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0281,43.88,228.28,48.75,279.11,50.66,259.62,3.64,258.38,31.21,25.617,30.46,27.31,10.22,35.84,6.07,wet,18.576,42.557,243.94,15.683,1236.95,31687.19,320.82,457.62,10125.81,0.0,21441.75,15002.31,joint1,0.6997,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0282,63.94,221.5,41.96,291.82,74.36,259.8,19.71,273.75,8.01,22.789,13.81,34.92,31.38,32.54,17.38,wet,13.653,41.358,285.791,25.989,233.76,5327.19,61.67,122.29,0.0,1870.37,3548.1,5031.19,joint2,1.418,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0283,65.69,109.24,48.58,208.31,73.79,169.17,2.91,172.84,8.63,25.819,4.52,38.31,19.28,30.53,0.69,wet,0.584,43.259,174.316,5.147,119.37,3082.01,37.6,63.35,923.45,1842.62,2112.1,3208.09,joints12,1.5189,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0284,54.01,116.66,39.54,225.03,61.95,163.26,7.81,168.41,10.76,22.76,31.42,28.95,48.92,30.21,0.0,dry,0.0,31.048,180.794,17.536,411.88,9374.37,123.53,129.67,3812.52,6096.46,4834.91,15883.28,joints12,3.2851,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0285,55.73,69.2,53.41,161.99,55.16,120.24,15.98,128.07,24.77,24.269,23.98,27.37,15.78,28.49,7.02,wet,17.061,43.759,118.277,1.96,642.61,15595.28,183.35,223.79,3507.02,3537.3,10786.13,11662.04,joints12,1.0812,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0286,66.72,202.79,72.54,350.39,63.84,269.12,11.2,261.1,31.64,24.404,12.5,29.31,41.96,32.59,27.44,wet,85.171,36.832,273.727,4.604,2624.75,64053.12,604.12,534.36,9202.92,11574.2,38397.77,42539.82,joints12,1.1079,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0288,56.28,133.05,61.83,270.1,69.74,191.2,10.99,196.91,9.48,24.839,8.32,29.93,20.47,29.53,0.0,dry,0.0,31.039,199.123,7.927,256.64,6374.7,110.17,91.49,4736.59,4297.92,3286.96,7950.81,joints12,2.4189,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0289,52.24,109.77,48.94,221.83,63.28,183.02,17.35,178.26,35.32,22.719,42.0,31.94,25.11,25.58,0.0,dry,0.0,33.912,168.691,14.333,15334.06,348376.14,1224.98,1879.48,177606.54,200989.28,194364.96,305597.38,joints12,1.5723,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0290,37.94,104.98,48.2,176.29,61.45,144.46,9.96,133.96,20.76,23.503,44.31,31.66,19.08,32.25,15.94,wet,32.463,35.893,125.81,18.647,2983.12,70112.08,520.12,489.14,26954.83,1299.21,41104.5,49821.36,joints12,1.2121,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0291,36.78,41.23,53.98,122.23,46.98,56.34,11.69,65.54,19.87,23.398,40.38,32.54,1.6,35.9,13.99,wet,27.266,35.162,62.849,6.511,1319.69,30878.51,619.62,150.35,3922.35,2820.68,17782.78,29808.04,joints12,1.6762,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0292,38.47,347.91,32.79,54.65,49.3,19.65,7.69,14.08,27.07,23.67,9.32,28.93,32.65,26.75,13.22,wet,35.089,30.437,30.457,10.804,7826.87,185259.49,1087.02,1093.04,19451.65,71503.75,93852.03,92610.48,joints12,0.9868,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0293,58.89,320.23,51.46,72.29,59.37,30.48,8.44,21.21,17.83,22.436,7.02,27.2,28.61,29.37,0.0,dry,0.0,39.078,21.273,9.204,641.55,14393.81,140.17,217.98,6670.72,8413.66,9073.56,15384.5,joints12,1.6955,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0294,42.75,9.08,44.75,87.4,71.21,31.93,6.39,24.59,18.71,24.539,42.94,38.47,30.32,32.6,12.93,wet,23.722,36.48,44.949,13.016,3591.27,88124.94,744.8,324.29,25224.33,28139.59,52393.77,79860.35,joints12,1.5242,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0295,49.98,153.58,33.88,218.49,69.74,184.41,14.72,199.17,29.39,26.047,28.92,28.31,3.74,35.27,23.52,wet,67.83,33.808,210.003,25.589,20777.74,541197.33,1481.07,2335.85,0.0,218093.51,302884.78,162960.92,joint2,0.538,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0296,44.55,235.76,35.74,299.46,67.8,274.46,7.56,275.64,29.77,26.714,38.73,31.78,36.14,28.49,2.1,wet,6.14,34.448,281.875,7.416,18907.67,505102.8,1242.16,2195.27,106025.04,309351.84,285716.48,361049.2,joints12,1.2637,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0298,44.49,41.62,55.67,101.55,57.95,62.74,12.88,72.53,31.66,22.05,33.24,28.39,19.89,31.56,0.0,dry,0.0,43.946,51.965,10.77,3282.28,72374.04,809.34,422.82,45369.94,9161.06,50226.12,65457.62,joints12,1.3033,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0299,68.29,316.29,50.38,78.56,73.67,39.46,0.66,36.99,28.51,26.316,22.58,27.55,4.83,29.28,4.43,wet,12.401,36.804,28.01,11.452,5189.12,136556.56,449.15,844.39,60525.27,87329.52,81808.84,94754.03,joints12,1.1582,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0300,55.29,284.97,62.67,3.6,70.0,312.66,4.35,322.36,12.73,24.665,1.27,37.34,26.92,26.0,0.0,dry,0.0,51.531,314.712,2.047,171.74,4235.92,90.48,52.01,1926.08,1197.15,3316.47,3568.2,joints12,1.0759,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
